segundos,temp,hum,press,ohm
1371,21.95,72.1,1010.5,15213.42
1372,21.97,72.19,1010.51,15334.3
1373,21.97,72.16,1010.53,15193.41
1374,21.98,72.09,1010.51,15395.25
1375,21.97,72.05,1010.5,15538.81
1376,21.97,72.03,1010.53,15253.56
1377,21.97,72.03,1010.53,15497.6
1378,21.98,72.06,1010.53,15354.58
1379,21.97,72.1,1010.52,15253.56
1380,21.97,72.1,1010.5,15253.56
1381,21.97,72.12,1010.52,15580.17
1382,21.97,72.13,1010.52,15497.6
1383,21.96,72.14,1010.5,15273.69
1384,21.97,72.16,1010.52,15213.42
1385,21.97,72.15,1010.49,15153.49
1386,21.96,72.08,1010.5,15173.43
1387,21.96,71.98,1010.5,15113.72
1388,21.97,71.96,1010.49,15334.3
1389,21.96,71.92,1010.5,15273.69
1390,21.96,71.89,1010.51,15497.6
1391,21.94,71.86,1010.51,15395.25
1392,21.95,71.84,1010.54,15293.85
1393,21.95,71.86,1010.49,15395.25
1394,21.94,71.86,1010.49,15213.42
1395,21.95,71.86,1010.5,15497.6
1396,21.97,71.88,1010.54,15253.56
1397,21.94,71.92,1010.5,15293.85
1398,21.95,71.92,1010.51,15213.42
1399,21.96,71.97,1010.52,15093.89
1400,21.95,72.06,1010.5,15415.64
1401,21.95,72.18,1010.53,15253.56
1402,21.96,72.2,1010.56,15173.43
1403,21.94,72.17,1010.5,15334.3
1404,21.96,72.18,1010.55,15173.43
1405,21.93,72.17,1010.5,15497.6
1406,21.94,72.17,1010.53,15054.34
1407,21.94,72.12,1010.54,15233.47
1408,21.94,72.09,1010.55,15436.07
1409,21.95,72.02,1010.56,15395.25
1410,21.94,71.99,1010.54,15477.05
1411,21.93,71.99,1010.48,15173.43
1412,21.94,72.01,1010.55,15415.64
1413,21.94,72.03,1010.53,15395.25
1414,21.92,72.07,1010.5,15093.89
1415,21.92,72.12,1010.5,15334.3
1416,21.92,72.14,1010.51,15173.43
1417,21.93,72.15,1010.51,15213.42
1418,21.94,72.15,1010.58,15253.56
1419,21.92,72.14,1010.51,15395.25
1420,21.93,72.12,1010.52,15293.85
1421,21.94,72.11,1010.49,15374.89
1422,21.92,72.1,1010.53,15153.49
1423,21.91,72.1,1010.51,15253.56
1424,21.92,72.07,1010.54,15477.05
1425,21.92,72.05,1010.52,15538.81
1426,21.91,72.02,1010.51,15213.42
1427,21.92,72,1010.54,15213.42
1428,21.92,72,1010.52,15477.05
1429,21.91,72.01,1010.48,15193.41
1430,21.92,72.01,1010.53,15093.89
1431,21.89,72.02,1010.45,15395.25
1432,21.9,72.04,1010.49,15173.43
1433,21.93,72.06,1010.55,15133.58
1434,21.92,72.09,1010.52,15293.85
1435,21.91,72.1,1010.54,15293.85
1436,21.9,72.1,1010.52,15173.43
1437,21.9,72.1,1010.51,15293.85
1438,21.91,72.09,1010.54,15213.42
1439,21.9,72.1,1010.5,15273.69
1440,21.91,72.09,1010.53,15273.69
1441,21.9,72.08,1010.53,15456.54
1442,21.88,72.05,1010.49,15293.85
1443,21.89,72.02,1010.52,15173.43
1444,21.9,72.01,1010.56,15477.05
1445,21.89,71.99,1010.54,15273.69
1446,21.91,72,1010.56,15213.42
1447,21.89,71.99,1010.5,15273.69
1448,21.89,72,1010.49,15153.49
1449,21.89,72.03,1010.52,15273.69
1450,21.91,72.02,1010.55,15213.42
1451,21.89,72.01,1010.52,15334.3
1452,21.91,72.02,1010.55,15133.58
1453,21.89,72.05,1010.56,15293.85
1454,21.88,72.07,1010.53,15193.41
1455,21.89,72.11,1010.53,15334.3
1456,21.87,72.14,1010.49,15273.69
1457,21.9,72.16,1010.54,15395.25
1458,21.88,72.18,1010.51,15497.6
1459,21.88,72.2,1010.5,15334.3
1460,21.88,72.21,1010.52,15538.81
1461,21.88,72.22,1010.5,15293.85
1462,21.89,72.22,1010.49,15173.43
1463,21.89,72.22,1010.51,15580.17
1464,21.89,72.22,1010.52,15314.06
1465,21.88,72.24,1010.5,15233.47
1466,21.88,72.24,1010.48,15293.85
1467,21.9,72.23,1010.5,15133.58
1468,21.89,72.24,1010.49,15173.43
1469,21.89,72.24,1010.5,15293.85
1470,21.89,72.26,1010.51,15253.56
1471,21.88,72.27,1010.5,15173.43
1472,21.89,72.27,1010.54,15213.42
1473,21.87,72.26,1010.48,14858.77
1474,21.87,72.26,1010.48,15213.42
1475,21.88,72.25,1010.52,15456.54
1476,21.89,72.27,1010.5,15213.42
1477,21.89,72.28,1010.54,15456.54
1478,21.88,72.28,1010.51,15395.25
1479,21.87,72.27,1010.47,15395.25
1480,21.88,72.27,1010.55,15173.43
1481,21.86,72.26,1010.49,15395.25
1482,21.85,72.25,1010.46,15538.81
1483,21.86,72.24,1010.5,15133.58
1484,21.85,72.24,1010.44,15213.42
1485,21.88,72.26,1010.52,15173.43
1486,21.87,72.24,1010.5,15293.85
1487,21.88,72.21,1010.54,15233.47
1488,21.87,72.21,1010.51,15374.89
1489,21.87,72.23,1010.46,15213.42
1490,21.87,72.23,1010.53,15334.3
1491,21.87,72.23,1010.53,15173.43
1492,21.87,72.24,1010.5,15293.85
1493,21.88,72.24,1010.48,15253.56
1494,21.87,72.24,1010.51,15395.25
1495,21.87,72.24,1010.49,15213.42
1496,21.88,72.24,1010.49,15253.56
1497,21.88,72.24,1010.52,15559.47
1498,21.87,72.23,1010.51,15253.56
1499,21.87,72.2,1010.5,15213.42
1500,21.86,72.18,1010.5,15293.85
1501,21.87,72.19,1010.52,15415.64
1502,21.87,72.19,1010.5,15314.06
1503,21.88,72.19,1010.51,15173.43
1504,21.86,72.15,1010.54,15559.47
1505,21.86,72.14,1010.5,15253.56
1506,21.87,72.14,1010.55,15334.3
1507,21.86,72.15,1010.53,15477.05
1508,21.86,72.16,1010.51,15334.3
1509,21.86,72.17,1010.49,15293.85
1510,21.85,72.17,1010.48,15293.85
1511,21.85,72.17,1010.51,15538.81
1512,21.86,72.2,1010.51,15395.25
1513,21.85,72.19,1010.5,15253.56
1514,21.86,72.22,1010.51,15456.54
1515,21.86,72.21,1010.51,15538.81
1516,21.86,72.21,1010.5,15233.47
1517,21.85,72.2,1010.51,15293.85
1518,21.87,72.2,1010.52,15314.06
1519,21.86,72.2,1010.48,15538.81
1520,21.87,72.19,1010.52,15334.3
1521,21.85,72.19,1010.48,15497.6
1522,21.86,72.2,1010.48,15600.92
1523,21.87,72.16,1010.51,15497.6
1524,21.88,72.17,1010.51,15213.42
1525,21.88,72.22,1010.52,15213.42
1526,21.88,72.27,1010.5,15213.42
1527,21.89,72.32,1010.53,15559.47
1528,21.89,72.34,1010.49,15273.69
1529,21.87,72.36,1010.48,15233.47
1530,21.86,72.49,1010.46,15354.58
1531,21.88,72.57,1010.49,15334.3
1532,21.88,72.57,1010.5,15233.47
1533,21.88,72.54,1010.53,15293.85
1534,21.87,72.6,1010.49,15334.3
1535,21.88,72.62,1010.5,15334.3
1536,21.89,72.59,1010.53,15334.3
1537,21.87,72.53,1010.5,15173.43
1538,21.87,72.5,1010.49,15213.42
1539,21.88,72.5,1010.51,15538.81
1540,21.88,72.49,1010.5,15093.89
1541,21.87,72.46,1010.51,15093.89
1542,21.86,72.42,1010.48,15173.43
1543,21.87,72.36,1010.51,15213.42
1544,21.86,72.31,1010.53,15497.6
1545,21.87,72.27,1010.5,15213.42
1546,21.87,72.25,1010.52,15580.17
1547,21.87,72.23,1010.51,15233.47
1548,21.86,72.25,1010.45,15253.56
1549,21.86,72.25,1010.45,15436.07
1550,21.87,72.23,1010.5,15334.3
1551,21.86,72.24,1010.48,15293.85
1552,21.87,72.24,1010.51,15374.89
1553,21.85,72.2,1010.5,15415.64
1554,21.86,72.18,1010.5,15293.85
1555,21.85,72.19,1010.5,15538.81
1556,21.85,72.2,1010.48,15415.64
1557,21.85,72.22,1010.49,15293.85
1558,21.85,72.22,1010.54,15253.56
1559,21.85,72.25,1010.49,15334.3
1560,21.85,72.25,1010.53,15293.85
1561,21.84,72.26,1010.47,15173.43
1562,21.85,72.25,1010.51,15253.56
1563,21.84,72.25,1010.47,15213.42
1564,21.84,72.25,1010.48,15477.05
1565,21.83,72.28,1010.41,15436.07
1566,21.85,72.27,1010.5,15173.43
1567,21.84,72.28,1010.47,15395.25
1568,21.84,72.27,1010.52,15193.41
1569,21.84,72.28,1010.46,15334.3
1570,21.84,72.29,1010.5,15213.42
1571,21.84,72.28,1010.46,15334.3
1572,21.84,72.28,1010.45,15456.54
1573,21.87,72.27,1010.52,15173.43
1574,21.85,72.28,1010.49,15213.42
1575,21.84,72.27,1010.46,15133.58
1576,21.84,72.27,1010.47,15726.2
1577,21.83,72.27,1010.47,15293.85
1578,21.85,72.26,1010.49,15538.81
1579,21.84,72.27,1010.49,15253.56
1580,21.84,72.26,1010.48,15093.89
1581,21.84,72.25,1010.51,15395.25
1582,21.84,72.2,1010.47,15374.89
1583,21.84,72.19,1010.46,15374.89
1584,21.85,72.19,1010.5,15456.54
1585,21.85,72.15,1010.48,15173.43
1586,21.85,72.12,1010.44,15415.64
1587,21.88,72.09,1010.51,15213.42
1588,21.88,72.09,1010.51,15293.85
1589,21.86,72.17,1010.46,15334.3
1590,21.9,72.25,1010.55,15354.58
1591,21.89,72.3,1010.51,15173.43
1592,21.89,72.33,1010.5,15253.56
1593,21.89,72.36,1010.51,15133.58
1594,21.88,72.36,1010.48,15436.07
1595,21.88,72.35,1010.49,15213.42
1596,21.89,72.35,1010.52,15173.43
1597,21.86,72.33,1010.47,15253.56
1598,21.87,72.33,1010.48,15173.43
1599,21.88,72.34,1010.5,15374.89
1600,21.88,72.33,1010.51,15133.58
1601,21.87,72.29,1010.49,15293.85
1602,21.88,72.29,1010.49,15253.56
1603,21.87,72.27,1010.5,15213.42
1604,21.87,72.27,1010.51,15293.85
1605,21.86,72.28,1010.49,15213.42
1606,21.87,72.29,1010.52,15621.7
1607,21.86,72.29,1010.53,15213.42
1608,21.87,72.29,1010.5,15213.42
1609,21.86,72.29,1010.49,15213.42
1610,21.84,72.3,1010.47,15213.42
1611,21.86,72.29,1010.49,15497.6
1612,21.86,72.28,1010.5,15334.3
1613,21.87,72.28,1010.52,15395.25
1614,21.86,72.29,1010.5,15173.43
1615,21.86,72.29,1010.49,15497.6
1616,21.85,72.29,1010.52,15374.89
1617,21.87,72.29,1010.52,15415.64
1618,21.86,72.29,1010.53,15293.85
1619,21.87,72.29,1010.54,15253.56
1620,21.85,72.28,1010.52,15253.56
1621,21.85,72.27,1010.53,15415.64
1622,21.84,72.28,1010.51,15334.3
1623,21.84,72.29,1010.5,15213.42
1624,21.86,72.28,1010.52,15253.56
1625,21.85,72.28,1010.47,15253.56
1626,21.85,72.28,1010.52,15477.05
1627,21.84,72.28,1010.47,15436.07
1628,21.84,72.26,1010.46,15253.56
1629,21.85,72.26,1010.53,15436.07
1630,21.83,72.28,1010.49,15153.49
1631,21.84,72.24,1010.52,15334.3
1632,21.83,72.25,1010.49,15233.47
1633,21.82,72.25,1010.51,15213.42
1634,21.83,72.27,1010.48,15253.56
1635,21.81,72.29,1010.48,15395.25
1636,21.82,72.29,1010.47,15253.56
1637,21.82,72.29,1010.47,15374.89
1638,21.82,72.29,1010.46,15374.89
1639,21.81,72.28,1010.49,15213.42
1640,21.82,72.27,1010.48,15497.6
1641,21.82,72.23,1010.48,15213.42
1642,21.83,72.2,1010.49,15213.42
1643,21.86,72.17,1010.51,15173.43
1644,21.85,72.18,1010.47,15477.05
1645,21.85,72.18,1010.49,15477.05
1646,21.84,72.18,1010.47,15334.3
1647,21.86,72.19,1010.48,15173.43
1648,21.88,72.19,1010.5,15497.6
1649,21.84,72.26,1010.45,15233.47
1650,21.88,72.35,1010.53,15395.25
1651,21.89,72.43,1010.5,15374.89
1652,21.88,72.89,1010.46,15293.85
1653,21.9,72.8,1010.5,15497.6
1654,21.9,72.84,1010.49,15093.89
1655,21.89,72.85,1010.5,15193.41
1656,21.9,72.79,1010.45,15133.58
1657,21.9,72.73,1010.5,15173.43
1658,21.92,72.63,1010.49,15173.43
1659,21.91,72.49,1010.5,15415.64
1660,21.9,72.38,1010.48,15173.43
1661,21.9,72.3,1010.49,15173.43
1662,21.89,72.25,1010.49,15213.42
1663,21.9,72.23,1010.46,15436.07
1664,21.9,72.22,1010.46,15133.58
1665,21.89,72.21,1010.49,15395.25
1666,21.88,72.2,1010.47,15153.49
1667,21.9,72.22,1010.48,15253.56
1668,21.89,72.22,1010.45,15293.85
1669,21.9,72.22,1010.5,15477.05
1670,21.9,72.21,1010.5,15193.41
1671,21.89,72.21,1010.48,15253.56
1672,21.89,72.21,1010.48,15253.56
1673,21.89,72.21,1010.49,15354.58
1674,21.89,72.21,1010.47,15213.42
1675,21.89,72.21,1010.49,15395.25
1676,21.91,72.21,1010.55,15538.81
1677,21.89,72.22,1010.52,15334.3
1678,21.89,72.22,1010.48,15293.85
1679,21.89,72.22,1010.5,15253.56
1680,21.88,72.21,1010.49,15273.69
1681,21.9,72.21,1010.5,15497.6
1682,21.88,72.18,1010.46,15253.56
1683,21.9,72.16,1010.5,15213.42
1684,21.88,72.16,1010.48,15213.42
1685,21.88,72.14,1010.48,15293.85
1686,21.89,72.12,1010.52,15334.3
1687,21.88,72.13,1010.48,15518.18
1688,21.86,72.12,1010.45,15253.56
1689,21.87,72.11,1010.48,15456.54
1690,21.88,72.1,1010.49,15213.42
1691,21.89,72.11,1010.49,15477.05
1692,21.87,72.12,1010.48,15253.56
1693,21.88,72.11,1010.47,15253.56
1694,21.87,72.12,1010.49,15395.25
1695,21.88,72.12,1010.47,15334.3
1696,21.9,72.11,1010.52,15456.54
1697,21.88,72.11,1010.46,15374.89
1698,21.88,72.11,1010.48,15173.43
1699,21.85,72.11,1010.42,15293.85
1700,21.88,72.11,1010.48,15213.42
1701,21.87,72.1,1010.48,15395.25
1702,21.88,72.11,1010.49,15334.3
1703,21.86,72.1,1010.45,15477.05
1704,21.88,72.1,1010.49,15253.56
1705,21.89,72.1,1010.52,15253.56
1706,21.88,72.11,1010.55,15173.43
1707,21.88,72.12,1010.53,15334.3
1708,21.87,72.12,1010.51,15314.06
1709,21.87,72.12,1010.5,15415.64
1710,21.88,72.12,1010.5,15253.56
1711,21.88,72.13,1010.5,15415.64
1712,21.89,72.13,1010.51,15293.85
1713,21.88,72.13,1010.52,15213.42
1714,21.87,72.12,1010.51,15173.43
1715,21.87,72.12,1010.5,15273.69
1716,21.89,72.12,1010.53,15213.42
1717,21.87,72.12,1010.5,15436.07
1718,21.88,72.11,1010.49,15559.47
1719,21.87,72.11,1010.49,15477.05
1720,21.88,72.11,1010.53,15253.56
1721,21.88,72.11,1010.53,15580.17
1722,21.88,72.11,1010.55,15173.43
1723,21.87,72.11,1010.55,15456.54
1724,21.87,72.12,1010.51,15173.43
1725,21.87,72.11,1010.51,15193.41
1726,21.87,72.12,1010.52,15334.3
1727,21.86,72.12,1010.51,15395.25
1728,21.86,72.13,1010.52,15334.3
1729,21.86,72.12,1010.54,15518.18
1730,21.85,72.12,1010.48,15133.58
1731,21.87,72.12,1010.5,15663.38
1732,21.86,72.11,1010.51,15395.25
1733,21.87,72.11,1010.54,15193.41
1734,21.86,72.12,1010.5,15173.43
1735,21.86,72.12,1010.48,15621.7
1736,21.86,72.12,1010.49,15213.42
1737,21.85,72.12,1010.48,15173.43
1738,21.86,72.11,1010.49,15253.56
1739,21.85,72.11,1010.53,15293.85
1740,21.86,72.12,1010.51,15253.56
1741,21.86,72.12,1010.54,15621.7
1742,21.85,72.11,1010.5,15374.89
1743,21.84,72.12,1010.5,15374.89
1744,21.86,72.12,1010.51,15273.69
1745,21.87,72.12,1010.53,15173.43
1746,21.84,72.14,1010.52,15477.05
1747,21.85,72.13,1010.53,15293.85
1748,21.86,72.13,1010.49,15314.06
1749,21.83,72.14,1010.46,15538.81
1750,21.85,72.13,1010.52,15477.05
1751,21.85,72.14,1010.51,15395.25
1752,21.85,72.15,1010.52,15173.43
1753,21.84,72.15,1010.49,15477.05
1754,21.84,72.15,1010.47,15213.42
1755,21.85,72.16,1010.5,15293.85
1756,21.84,72.16,1010.5,15374.89
1757,21.85,72.16,1010.53,15334.3
1758,21.84,72.17,1010.5,15477.05
1759,21.84,72.17,1010.52,15293.85
1760,21.85,72.17,1010.55,15663.38
1761,21.85,72.17,1010.53,15395.25
1762,21.83,72.18,1010.51,15477.05
1763,21.85,72.17,1010.54,15395.25
1764,21.84,72.18,1010.51,15538.81
1765,21.83,72.18,1010.51,15213.42
1766,21.84,72.18,1010.52,15273.69
1767,21.83,72.17,1010.5,15253.56
1768,21.85,72.17,1010.54,15253.56
1769,21.81,72.17,1010.47,15395.25
1770,21.84,72.16,1010.53,15293.85
1771,21.84,72.17,1010.47,15293.85
1772,21.83,72.16,1010.49,15213.42
1773,21.84,72.15,1010.5,15334.3
1774,21.84,72.14,1010.52,15213.42
1775,21.83,72.14,1010.5,15253.56
1776,21.83,72.13,1010.48,15253.56
1777,21.83,72.15,1010.52,15518.18
1778,21.83,72.15,1010.5,15334.3
1779,21.83,72.16,1010.49,15273.69
1780,21.83,72.15,1010.49,15354.58
1781,21.84,72.13,1010.53,15273.69
1782,21.82,72.11,1010.49,15395.25
1783,21.83,72.1,1010.5,15273.69
1784,21.81,72.08,1010.47,15374.89
1785,21.83,72.09,1010.51,15293.85
1786,21.82,72.09,1010.49,15456.54
1787,21.83,72.09,1010.52,15293.85
1788,21.82,72.08,1010.49,15334.3
1789,21.82,72.08,1010.52,15477.05
1790,21.82,72.09,1010.48,15334.3
1791,21.82,72.11,1010.51,15273.69
1792,21.81,72.16,1010.51,15580.17
1793,21.83,72.18,1010.52,15477.05
1794,21.83,72.26,1010.49,15153.49
1795,21.83,72.3,1010.52,15253.56
1796,21.83,72.88,1010.54,15014.94
1797,21.84,73.5,1010.52,15354.58
1798,21.85,73.58,1010.52,15213.42
1799,21.85,73.46,1010.55,15253.56
1800,21.85,73.34,1010.56,15093.89
1801,21.84,73.12,1010.49,15173.43
1802,21.86,73.02,1010.55,15314.06
1803,21.86,72.9,1010.54,14897.59
1804,21.86,72.77,1010.55,15580.17
1805,21.87,72.67,1010.57,15395.25
1806,21.86,72.6,1010.56,15436.07
1807,21.87,72.65,1010.54,15213.42
1808,21.86,72.59,1010.52,15093.89
1809,21.86,72.55,1010.54,15374.89
1810,21.87,72.46,1010.53,15395.25
1811,21.87,72.58,1010.53,15374.89
1812,21.87,72.65,1010.53,15436.07
1813,21.87,72.68,1010.54,15213.42
1814,21.89,72.66,1010.57,15395.25
1815,21.88,72.59,1010.54,15374.89
1816,21.89,72.55,1010.55,15374.89
1817,21.89,72.47,1010.53,15415.64
1818,21.88,72.43,1010.53,15395.25
1819,21.9,72.42,1010.57,15173.43
1820,21.89,72.42,1010.54,15395.25
1821,21.88,72.42,1010.52,15173.43
1822,21.87,72.38,1010.51,15213.42
1823,21.87,72.37,1010.49,15133.58
1824,21.88,72.43,1010.55,15374.89
1825,21.89,72.49,1010.56,15173.43
1826,21.89,72.58,1010.53,15253.56
1827,21.87,72.67,1010.5,15415.64
1828,21.88,72.66,1010.51,15173.43
1829,21.88,72.63,1010.53,15273.69
1830,21.89,72.58,1010.53,15253.56
1831,21.88,72.54,1010.55,15273.69
1832,21.91,72.52,1010.52,15395.25
1833,21.89,72.48,1010.53,15415.64
1834,21.89,72.46,1010.54,15213.42
1835,21.89,72.44,1010.53,15173.43
1836,21.9,72.43,1010.53,15518.18
1837,21.89,72.41,1010.53,15538.81
1838,21.9,72.37,1010.57,15253.56
1839,21.9,72.34,1010.56,15173.43
1840,21.9,72.32,1010.59,15395.25
1841,21.9,72.3,1010.55,15293.85
1842,21.91,72.28,1010.56,15293.85
1843,21.9,72.25,1010.53,15253.56
1844,21.9,72.25,1010.56,15436.07
1845,21.9,72.22,1010.54,15293.85
1846,21.9,72.2,1010.56,15621.7
1847,21.89,72.19,1010.55,15253.56
1848,21.89,72.18,1010.54,15253.56
1849,21.9,72.17,1010.56,15213.42
1850,21.88,72.17,1010.54,15436.07
1851,21.9,72.17,1010.56,15253.56
1852,21.89,72.17,1010.58,15213.42
1853,21.89,72.18,1010.6,15415.64
1854,21.87,72.17,1010.55,15293.85
1855,21.92,72.17,1010.63,15334.3
1856,21.89,72.18,1010.55,15173.43
1857,21.88,72.15,1010.53,15334.3
1858,21.89,72.15,1010.57,15153.49
1859,21.89,72.12,1010.58,15173.43
1860,21.9,72.12,1010.56,15173.43
1861,21.88,72.11,1010.58,15456.54
1862,21.88,72.11,1010.57,15374.89
1863,21.9,72.1,1010.56,15173.43
1864,21.89,72.1,1010.59,15093.89
1865,21.9,72.09,1010.59,15173.43
1866,21.89,72.09,1010.56,15663.38
1867,21.9,72.09,1010.6,15477.05
1868,21.89,72.1,1010.57,15293.85
1869,21.89,72.1,1010.58,15273.69
1870,21.87,72.11,1010.57,15395.25
1871,21.88,72.1,1010.56,15436.07
1872,21.88,72.12,1010.56,15173.43
1873,21.9,72.29,1010.57,15354.58
1874,21.91,72.3,1010.61,15477.05
1875,21.92,72.54,1010.59,15093.89
1876,21.91,72.54,1010.57,15354.58
1877,21.91,72.47,1010.58,15314.06
1878,21.92,72.44,1010.61,15173.43
1879,21.93,72.39,1010.59,15436.07
1880,21.94,72.38,1010.59,15153.49
1881,21.94,72.8,1010.6,15253.56
1882,21.96,72.73,1010.6,15173.43
