segundos,temp,hum,press,ohm
687,178.45,100,1263.69,15133.58
688,178.45,100,-132.66,15173.43
689,21.89,72.14,1010.38,15374.89
690,21.89,72.17,1010.36,15253.56
691,21.89,72.26,1010.33,15374.89
692,21.89,72.28,1010.34,15213.42
693,21.9,100,-132.66,15173.43
694,21.89,72.35,1010.35,15233.47
695,178.45,100,1010.33,15559.47
696,178.45,79.49,1010.3,15395.25
697,21.88,72.4,1010.35,15233.47
698,21.88,72.4,1010.38,15621.7
699,178.45,100,-132.66,15334.3
700,21.89,72.27,1010.35,15395.25
701,21.87,72.17,1010.37,15415.64
702,21.88,72.1,1010.38,15293.85
703,21.87,72.05,1010.33,15456.54
704,21.88,72.06,1263.7,15213.42
705,21.87,72.04,1010.33,15213.42
706,21.88,72.04,1010.44,15395.25
707,21.87,72.04,1010.34,15538.81
708,21.88,72.03,1010.33,15497.6
709,178.45,100,1263.68,15173.43
710,21.87,72.02,1010.32,15253.56
711,21.88,72.06,1010.35,15113.72
712,21.86,72.1,1010.32,15173.43
713,21.87,72.17,1010.36,15538.81
714,21.83,72.24,1010.33,15293.85
715,21.84,72.29,1010.34,15173.43
716,21.84,72.25,1010.34,15253.56
717,21.83,72.16,1010.34,15173.43
718,21.83,72.15,1010.34,15093.89
719,21.83,72.1,1010.3,15133.58
720,21.81,72.09,1010.29,15213.42
721,21.82,72.1,1010.32,15395.25
722,21.83,72.12,1010.29,15173.43
723,21.82,72.15,1010.32,15314.06
724,21.82,72.18,1010.33,15538.81
725,21.82,72.29,1010.3,15153.49
726,21.81,72.43,1010.34,15374.89
727,21.83,72.58,1010.35,15193.41
728,21.81,72.55,1010.31,15334.3
729,21.82,72.45,1010.33,15395.25
730,21.81,72.37,1010.35,15233.47
731,21.82,72.34,1010.33,15354.58
732,21.81,72.34,1010.32,15213.42
733,21.81,72.35,1010.33,15173.43
734,21.81,72.35,1010.34,15477.05
735,21.82,72.32,1010.34,15415.64
736,21.81,72.32,1010.32,15273.69
737,21.82,72.31,1010.31,15497.6
738,21.83,72.3,1010.34,15233.47
739,21.82,72.29,1010.32,15415.64
740,21.84,72.26,1010.35,15133.58
741,21.8,72.24,1010.27,15436.07
742,21.83,72.26,1010.33,15395.25
743,21.83,72.26,1010.33,15334.3
744,21.84,72.25,1010.31,15093.89
745,21.81,72.23,1010.29,15173.43
746,21.81,72.24,1010.34,15293.85
747,21.81,72.24,1010.32,15334.3
748,21.81,72.26,1010.32,15173.43
749,21.82,72.27,1010.35,15293.85
750,21.8,72.26,1010.3,15436.07
751,21.8,72.27,1010.3,15477.05
752,21.8,72.28,1010.32,15173.43
753,21.81,72.28,1010.36,15273.69
754,21.81,72.31,1010.37,15538.81
755,21.8,72.34,1010.36,15213.42
756,21.81,72.36,1010.31,15436.07
757,21.83,72.37,1010.33,15436.07
758,178.45,100,-132.66,15253.56
759,21.81,72.43,1010.31,15415.64
760,21.8,72.45,1010.31,15395.25
761,21.81,72.45,1010.34,15173.43
762,21.79,72.45,1010.32,15093.89
763,21.79,72.46,1010.35,15436.07
764,21.79,72.45,1010.3,15374.89
765,21.8,72.45,1010.31,15093.89
766,21.8,72.43,1010.35,15173.43
767,21.82,72.41,1010.35,15173.43
768,21.8,72.39,1010.32,15133.58
769,21.8,72.36,1010.3,15213.42
770,21.8,72.37,1010.32,15213.42
771,21.8,72.37,1010.3,15415.64
772,21.79,72.35,1010.28,15213.42
773,21.79,72.36,1010.28,15273.69
774,21.8,72.37,1010.32,15233.47
775,21.79,72.43,1010.32,15354.58
776,21.79,72.45,1010.3,15233.47
777,21.8,72.43,1010.29,15395.25
778,21.79,72.39,1010.3,15133.58
779,21.78,72.39,1010.32,15395.25
780,21.78,72.4,1010.32,15477.05
781,21.8,72.4,1010.33,15193.41
782,21.79,72.4,1010.35,15173.43
783,21.78,72.38,1010.31,15253.56
784,21.78,72.35,1010.31,15173.43
785,21.78,72.33,1010.31,15415.64
786,21.79,72.35,1010.33,15334.3
787,21.77,72.38,1010.29,15293.85
788,21.76,72.39,1010.29,15374.89
789,21.78,72.4,1010.32,15173.43
790,21.78,72.42,1010.33,15395.25
791,21.79,72.4,1010.36,15213.42
792,21.78,72.41,1010.31,15580.17
793,21.76,72.37,1010.31,15334.3
794,21.77,72.35,1010.3,15314.06
795,21.75,72.31,1010.32,15436.07
796,21.76,72.29,1010.29,15580.17
797,21.78,72.27,1010.3,15747.23
798,21.76,72.26,1010.3,15395.25
799,21.77,72.27,1010.32,15334.3
800,21.78,72.27,1010.32,15253.56
801,21.74,72.29,1010.27,15395.25
802,21.76,72.31,1010.26,15477.05
803,21.76,72.36,1010.3,15233.47
804,21.76,72.39,1010.29,15153.49
805,21.77,72.42,1010.35,15497.6
806,21.76,72.44,1010.31,15415.64
807,21.76,72.46,1010.31,15253.56
808,21.76,72.48,1010.3,15456.54
809,21.75,72.46,1010.28,15456.54
810,21.76,72.44,1010.29,15173.43
811,21.75,72.43,1010.3,15173.43
812,21.75,72.41,1010.26,15253.56
813,21.76,72.36,1010.3,15213.42
814,21.75,72.35,1010.25,15334.3
815,21.74,72.36,1010.28,15395.25
816,21.75,72.37,1010.29,15213.42
817,21.76,72.36,1010.31,15253.56
818,21.74,72.32,1010.32,15213.42
819,21.74,72.28,1010.29,15253.56
820,21.74,72.25,1010.28,15456.54
821,21.73,72.23,1010.26,15293.85
822,21.75,72.23,1010.31,15354.58
823,21.75,72.24,1010.32,15334.3
824,21.75,72.25,1010.31,15173.43
825,21.75,72.29,1010.3,15518.18
826,21.74,72.31,1010.27,15253.56
827,21.75,72.34,1010.32,15705.22
828,21.75,72.36,1010.3,15374.89
829,21.73,72.37,1010.28,15334.3
830,21.74,72.36,1010.26,15253.56
831,21.72,72.35,1010.24,15213.42
832,21.74,72.33,1010.27,15415.64
833,21.75,72.32,1010.28,15395.25
834,21.74,72.32,1010.28,15133.58
835,21.75,72.31,1010.28,15374.89
836,21.75,72.33,1010.27,15273.69
837,21.73,72.33,1010.27,15395.25
838,21.74,72.35,1010.29,15133.58
839,21.74,72.36,1010.29,15538.81
840,21.73,72.36,1010.25,15173.43
841,21.74,72.37,1010.27,15497.6
842,21.73,72.4,1010.3,15456.54
843,21.73,72.47,1010.3,15213.42
844,21.72,72.51,1010.27,15253.56
845,21.72,72.56,1010.29,15334.3
846,21.72,72.59,1010.28,15314.06
847,21.73,72.58,1010.3,15213.42
848,21.72,72.59,1010.29,15253.56
849,21.72,72.59,1010.27,15253.56
850,21.72,72.58,1010.28,15477.05
851,21.74,72.57,1010.31,15213.42
852,21.74,72.57,1010.3,15173.43
853,21.73,72.55,1010.31,15334.3
854,21.72,72.55,1010.27,15153.49
855,21.72,72.56,1010.3,15415.64
856,21.72,72.54,1010.31,15559.47
857,21.71,72.53,1010.28,15273.69
858,21.71,72.52,1010.27,15233.47
859,21.72,72.52,1010.27,15395.25
860,21.72,72.52,1010.28,15093.89
861,21.73,72.51,1010.3,15395.25
862,21.72,72.51,1010.27,15213.42
863,21.72,72.5,1010.27,15293.85
864,21.72,72.5,1010.26,15253.56
865,21.72,72.48,1010.28,15293.85
866,21.71,72.49,1010.27,15293.85
867,21.71,72.5,1010.25,15436.07
868,21.73,72.5,1010.31,15253.56
869,21.72,72.51,1010.27,15497.6
870,21.72,72.51,1010.3,15621.7
871,21.71,72.55,1010.26,15173.43
872,21.71,72.6,1010.24,15334.3
873,21.72,72.63,1010.3,15173.43
874,21.72,72.66,1010.27,15173.43
875,21.72,72.65,1010.27,15395.25
876,21.72,72.66,1010.23,15193.41
877,21.72,72.65,1010.28,15193.41
878,21.73,72.67,1010.28,15093.89
879,21.72,72.62,1010.25,15213.42
880,21.72,72.58,1010.27,15477.05
881,21.72,72.5,1010.25,14975.68
882,21.73,72.48,1010.28,15415.64
883,21.72,72.46,1010.28,15213.42
884,21.73,72.47,1010.24,15436.07
885,21.73,72.47,1010.26,15173.43
886,21.73,72.46,1010.29,15456.54
887,21.73,72.46,1010.28,15253.56
888,21.73,72.46,1010.26,15293.85
889,21.72,72.45,1010.27,15334.3
890,21.72,72.43,1010.29,15436.07
891,21.71,72.41,1010.26,15293.85
892,21.72,72.39,1010.28,15374.89
893,21.72,72.36,1010.28,15273.69
894,21.72,72.38,1010.25,15293.85
895,21.72,72.42,1010.27,15334.3
896,21.73,72.43,1010.29,15173.43
897,21.72,72.41,1010.24,15477.05
898,21.71,72.49,1010.26,15374.89
899,21.71,72.52,1010.25,15354.58
900,21.7,72.48,1010.26,15213.42
901,21.72,72.47,1010.28,15518.18
902,21.72,72.43,1010.27,15253.56
903,21.72,72.4,1010.23,15538.81
904,21.72,72.39,1010.28,15395.25
905,21.71,72.47,1010.24,15415.64
906,21.72,72.48,1010.28,15456.54
907,21.73,72.52,1010.28,15538.81
908,21.72,72.48,1010.24,15415.64
909,21.73,72.43,1010.3,15153.49
910,21.72,72.46,1010.27,15293.85
911,21.73,72.45,1010.33,15273.69
912,21.74,72.45,1010.33,15395.25
913,21.72,72.43,1010.28,15213.42
914,21.72,72.38,1010.3,15374.89
915,21.72,72.37,1010.27,15477.05
916,21.73,72.35,1010.28,15253.56
917,21.72,72.35,1010.27,15293.85
918,21.72,72.35,1010.3,15395.25
919,21.72,72.36,1010.28,15253.56
920,21.72,72.36,1010.27,15334.3
921,21.72,72.36,1010.31,15374.89
922,21.71,72.36,1010.31,15395.25
923,21.7,72.33,1010.29,15293.85
924,21.72,72.33,1010.27,15354.58
925,21.73,72.32,1010.27,15173.43
926,21.73,72.32,1010.28,15233.47
927,21.74,72.43,1010.31,15173.43
928,21.74,72.49,1010.32,15213.42
929,21.73,72.54,1010.29,15334.3
930,21.73,72.6,1010.28,15133.58
931,21.72,72.66,1010.31,15559.47
932,21.74,72.71,1010.3,15436.07
933,21.72,72.71,1010.3,15334.3
934,21.74,72.7,1010.32,15334.3
935,21.73,72.73,1010.31,15233.47
936,21.74,73.64,1010.32,15314.06
937,21.75,73.62,1010.31,15213.42
938,21.75,73.34,1010.32,15334.3
939,21.76,73.14,1010.31,15253.56
940,21.78,72.96,1010.3,15253.56
941,21.78,72.78,1010.33,15213.42
942,21.78,72.66,1010.34,15153.49
943,21.79,74.13,1010.32,15334.3
944,21.79,74.6,1010.34,15213.42
945,21.77,74.42,1010.32,14897.59
946,21.78,73.71,1010.34,15113.72
947,21.79,73.26,1010.31,15074.09
948,21.79,73.75,1010.32,14590.91
949,21.82,75.99,1010.38,14515.63
950,21.82,76.79,1010.31,14666.75
951,21.83,76.55,1010.34,14820.08
952,21.83,75.56,1010.36,14858.77
953,21.83,75,1010.38,15093.89
954,21.85,75.16,1010.34,14800.79
955,21.85,74.99,1010.33,15233.47
956,21.85,75.98,1010.33,14781.54
957,21.86,75.61,1010.35,15054.34
958,21.85,74.88,1010.34,15054.34
959,21.86,74.34,1010.34,15193.41
960,21.87,74.16,1010.36,15273.69
961,21.87,73.98,1010.36,15253.56
962,21.87,74.23,1010.35,15233.47
963,21.88,74.56,1010.34,15074.09
964,21.88,74.99,1010.35,15415.64
965,21.89,75.04,1010.36,15173.43
966,21.89,74.79,1010.37,15133.58
967,21.9,74.56,1010.37,15074.09
968,21.9,74.45,1010.35,15034.62
969,21.9,74.26,1010.34,15293.85
970,21.9,74.21,1010.36,15233.47
971,21.91,74.1,1010.36,15395.25
972,21.91,73.73,1010.34,15354.58
973,21.92,73.49,1010.39,15233.47
974,21.92,73.35,1010.34,15173.43
975,21.92,73.19,1010.33,15093.89
976,21.93,73.12,1010.32,15354.58
977,21.93,73.15,1010.32,15133.58
978,21.94,73.17,1010.33,15093.89
979,21.94,73.09,1010.36,15173.43
980,21.93,73,1010.35,15436.07
981,21.93,72.96,1010.33,15193.41
982,21.95,72.87,1010.35,15293.85
983,21.94,72.81,1010.37,15253.56
984,21.94,72.8,1010.34,15153.49
985,21.94,72.73,1010.37,15395.25
986,21.96,72.68,1010.34,15395.25
987,21.95,72.61,1010.36,15374.89
988,21.96,72.59,1010.39,15374.89
989,21.95,72.62,1010.37,15213.42
990,21.94,72.58,1010.35,15354.58
991,21.95,72.47,1010.33,15213.42
992,21.94,72.38,1010.35,15253.56
993,21.94,72.34,1010.35,15233.47
994,21.95,72.36,1010.33,15273.69
995,21.95,72.45,1010.39,15253.56
996,21.95,72.37,1010.34,15213.42
997,21.94,72.29,1010.37,15173.43
998,21.94,72.29,1010.38,15293.85
999,21.94,72.27,1010.37,15518.18
1000,21.94,72.27,1010.34,15173.43
1001,21.94,72.27,1010.34,15518.18
1002,21.93,72.26,1010.38,15233.47
1003,21.94,73.03,1010.37,15354.58
1004,21.94,73.72,1010.33,15054.34
1005,21.95,73.8,1010.34,15334.3
1006,21.96,73.51,1010.37,15133.58
1007,21.96,73.29,1010.35,15093.89
1008,21.95,73.06,1010.36,15293.85
1009,21.95,73,1010.36,15253.56
1010,21.95,72.96,1010.36,15193.41
1011,21.97,72.94,1010.39,15456.54
1012,21.96,72.7,1010.35,15273.69
1013,21.94,72.55,1010.36,15093.89
1014,21.96,72.43,1010.4,15173.43
1015,21.96,72.33,1010.37,15456.54
1016,21.97,72.31,1010.38,15497.6
1017,21.97,72.29,1010.37,15395.25
1018,21.97,72.25,1010.34,15374.89
1019,21.97,72.24,1010.39,15133.58
1020,21.97,72.25,1010.36,15314.06
1021,21.97,72.27,1010.36,15538.81
1022,21.99,72.28,1010.42,15415.64
1023,21.97,72.3,1010.37,15253.56
1024,21.99,73.38,1010.38,14858.77
1025,22,73.82,1010.4,15153.49
1026,22.01,73.83,1010.4,14762.32
1027,22.01,73.86,1010.38,15014.94
1028,22.01,73.64,1010.39,14897.59
1029,22.02,73.5,1010.41,14995.29
1030,22.02,73.49,1010.36,15054.34
1031,22.02,73.49,1010.4,15233.47
1032,22.04,73.49,1010.43,15074.09
1033,22.03,73.48,1010.37,15213.42
1034,22.04,73.44,1010.42,15014.94
1035,22.05,74.1,1010.39,15054.34
1036,22.08,76.67,1010.43,14917.06
1037,22.06,76.44,1010.42,14762.32
1038,22.07,76.23,1010.39,14781.54
1039,22.08,75.93,1010.38,14762.32
1040,22.07,75.54,1010.4,14781.54
1041,22.06,74.72,1010.37,14743.13
1042,22.06,74,1010.38,14839.41
1043,22.07,73.74,1010.37,15014.94
1044,22.06,73.45,1010.41,15334.3
1045,22.07,73.27,1010.44,15014.94
1046,22.07,73.16,1010.38,15293.85
1047,22.07,73.07,1010.4,14975.68
1048,22.06,73,1010.37,15093.89
1049,22.07,72.89,1010.41,15093.89
1050,22.07,72.84,1010.42,15093.89
1051,22.07,73.05,1010.39,15054.34
1052,22.08,73.23,1010.38,15334.3
1053,22.08,73.26,1010.42,15054.34
1054,22.08,73.24,1010.4,15233.47
1055,22.07,72.99,1010.4,15293.85
1056,22.08,72.9,1010.39,15093.89
1057,22.1,72.88,1010.41,15054.34
1058,22.09,72.97,1010.38,14995.29
1059,22.08,72.97,1010.37,14839.41
1060,22.09,72.88,1010.4,15153.49
1061,22.1,72.86,1010.43,15054.34
1062,22.1,72.82,1010.44,15456.54
1063,22.11,72.73,1010.4,15093.89
1064,22.12,72.84,1010.44,15133.58
1065,22.11,72.92,1010.41,15054.34
1066,22.11,73.08,1010.41,15314.06
1067,22.11,73.12,1010.41,15153.49
1068,22.12,72.84,1010.42,15093.89
1069,22.12,72.57,1010.41,15233.47
1070,22.12,72.51,1010.42,15253.56
1071,22.11,72.48,1010.38,15395.25
1072,22.12,72.29,1010.46,15395.25
1073,22.12,72.18,1010.42,15093.89
1074,22.11,72.14,1010.4,15253.56
1075,22.11,72.12,1010.43,15153.49
1076,22.12,72.48,1010.44,15093.89
1077,22.12,72.91,1010.45,15233.47
1078,22.11,72.88,1010.41,15334.3
1079,22.12,72.84,1010.43,15193.41
1080,22.12,72.67,1010.42,15233.47
1081,22.14,74.78,1010.43,15034.62
1082,22.15,75.69,1010.44,14762.32
1083,22.14,75.64,1010.4,15074.09
1084,22.15,75.42,1010.46,15153.49
1085,22.14,75.06,1010.42,15034.62
1086,22.15,74.47,1010.4,14936.56
1087,22.14,73.87,1010.43,15233.47
1088,22.14,73.36,1010.42,15273.69
1089,22.14,73.13,1010.42,15314.06
1090,22.14,73.03,1010.43,15213.42
1091,22.14,73.03,1010.43,15074.09
1092,22.15,72.91,1010.46,15354.58
1093,22.12,72.58,1010.41,15395.25
1094,22.12,72.41,1010.43,15233.47
1095,22.12,72.28,1010.44,15074.09
1096,22.12,72.18,1010.43,15133.58
1097,22.13,72.12,1010.43,15173.43
1098,22.12,72.03,1010.41,15173.43
1099,22.12,72,1010.44,15395.25
1100,22.13,71.96,1010.46,15415.64
1101,22.12,71.95,1010.42,15293.85
1102,22.12,71.97,1010.41,15173.43
1103,22.13,71.93,1010.42,15253.56
1104,22.12,71.9,1010.44,15293.85
1105,22.12,71.9,1010.45,15456.54
1106,22.1,71.93,1010.41,15456.54
1107,22.11,71.97,1010.4,15253.56
1108,22.12,71.97,1010.48,15395.25
1109,22.11,72.04,1010.41,15213.42
1110,22.11,72,1010.43,15374.89
1111,22.13,71.98,1010.46,15415.64
1112,22.11,71.87,1010.45,15293.85
1113,22.11,71.81,1010.45,15153.49
1114,22.12,71.79,1010.44,15395.25
1115,22.1,71.74,1010.4,15173.43
1116,22.1,71.73,1010.45,15477.05
1117,22.11,71.75,1010.44,15093.89
1118,22.12,71.91,1010.47,15213.42
1119,22.11,71.87,1010.41,15456.54
1120,22.11,71.83,1010.47,15621.7
1121,22.12,71.78,1010.47,15233.47
1122,22.12,71.76,1010.46,15415.64
1123,22.1,71.77,1010.46,15253.56
1124,22.12,71.9,1010.47,15253.56
1125,22.12,71.91,1010.5,15173.43
1126,22.11,71.87,1010.46,15456.54
1127,22.11,71.78,1010.48,15253.56
1128,22.11,71.73,1010.46,15173.43
1129,22.11,71.7,1010.47,15093.89
1130,22.12,71.69,1010.48,15497.6
1131,22.1,71.68,1010.46,15093.89
1132,22.1,71.68,1010.49,15253.56
1133,22.11,71.68,1010.46,15415.64
1134,22.11,71.73,1010.52,15293.85
1135,22.13,71.79,1010.47,15093.89
1136,22.11,71.81,1010.49,15213.42
1137,22.11,71.83,1010.48,15374.89
1138,22.1,71.8,1010.43,15173.43
1139,22.11,71.74,1010.43,15193.41
1140,22.11,71.72,1010.45,15213.42
1141,22.11,71.7,1010.45,15233.47
1142,22.12,71.71,1010.5,15293.85
1143,22.11,71.7,1010.43,15497.6
1144,22.11,71.67,1010.47,15395.25
1145,22.12,71.64,1010.48,15213.42
1146,22.1,71.61,1010.44,15395.25
1147,22.11,71.67,1010.49,15334.3
1148,22.1,71.75,1010.45,15395.25
1149,22.1,71.78,1010.47,15293.85
1150,22.1,71.83,1010.42,15213.42
1151,22.1,71.84,1010.43,15477.05
1152,22.1,71.86,1010.46,15334.3
1153,22.1,71.85,1010.45,15133.58
1154,22.09,71.96,1010.45,15213.42
1155,22.1,72.09,1010.43,15395.25
1156,22.09,72.12,1010.47,15093.89
1157,22.11,72.1,1010.47,15253.56
1158,22.09,72.08,1010.47,15173.43
1159,22.11,72.02,1010.45,15395.25
1160,22.11,71.98,1010.48,15374.89
1161,22.1,71.96,1010.49,15133.58
1162,22.1,71.94,1010.5,15173.43
1163,22.09,71.9,1010.49,15153.49
1164,22.09,71.89,1010.49,15293.85
1165,22.1,71.88,1010.48,15133.58
1166,22.1,71.88,1010.51,15193.41
1167,22.09,71.88,1010.47,15233.47
1168,22.09,71.88,1010.45,15213.42
1169,22.09,71.86,1010.45,15233.47
1170,22.1,71.8,1010.47,15395.25
1171,22.1,71.74,1010.48,15415.64
1172,22.08,71.68,1010.48,15395.25
1173,22.07,71.65,1010.46,15093.89
1174,22.07,71.65,1010.5,15559.47
1175,22.09,71.63,1010.5,15173.43
1176,22.07,71.6,1010.45,15253.56
1177,22.07,71.59,1010.48,15293.85
1178,22.07,71.61,1010.5,15436.07
1179,22.08,71.58,1010.46,15395.25
1180,22.07,71.56,1010.46,15213.42
1181,22.07,71.53,1010.45,15456.54
1182,22.06,71.5,1010.46,15374.89
1183,22.06,71.5,1010.47,15233.47
1184,22.06,71.52,1010.46,15293.85
1185,22.07,71.52,1010.47,15213.42
1186,22.06,71.53,1010.43,15538.81
1187,22.06,71.54,1010.47,15253.56
1188,22.05,71.55,1010.44,15314.06
1189,22.06,71.55,1010.43,15395.25
1190,22.05,71.59,1010.43,15253.56
1191,22.05,71.68,1010.46,15436.07
1192,22.05,71.73,1010.45,15395.25
1193,22.05,71.8,1010.43,15436.07
1194,22.03,71.82,1010.41,15374.89
1195,22.05,71.79,1010.43,15395.25
1196,22.04,71.78,1010.45,15293.85
1197,22.04,71.8,1010.46,15133.58
1198,22.03,71.95,1010.44,15273.69
1199,22.04,72.36,1010.42,15314.06
1200,22.04,72.65,1010.46,15133.58
1201,22.03,72.44,1010.45,15014.94
1202,22.04,72.16,1010.44,15253.56
1203,22.03,72.87,1010.45,15153.49
1204,22.06,74.77,1010.47,14781.54
1205,22.06,74.52,1010.47,14858.77
1206,22.05,74.02,1010.46,15093.89
1207,22.04,73.47,1010.47,15093.89
1208,22.05,73.26,1010.41,15054.34
1209,22.03,73.1,1010.41,15233.47
1210,22.04,73,1010.44,15213.42
1211,22.04,72.85,1010.45,15293.85
1212,22.05,72.54,1010.46,15253.56
1213,22.04,72.33,1010.45,15253.56
1214,22.04,72.42,1010.49,15253.56
1215,22.04,72.39,1010.5,15213.42
1216,22.04,72.43,1010.44,15395.25
1217,22.05,72.57,1010.42,15213.42
1218,22.07,72.59,1010.47,15193.41
1219,22.07,72.67,1010.45,15477.05
1220,22.07,72.68,1010.46,15293.85
1221,22.07,72.62,1010.43,15334.3
1222,22.07,72.61,1010.44,15213.42
1223,22.07,72.39,1010.48,15415.64
1224,22.08,72.22,1010.48,15173.43
1225,22.07,72.14,1010.47,15663.38
1226,22.06,72.08,1010.46,15436.07
1227,22.06,72.03,1010.47,15314.06
1228,22.06,72.02,1010.49,15273.69
1229,22.06,72.03,1010.45,15374.89
1230,22.06,72.03,1010.47,15213.42
1231,22.04,72.02,1010.43,15193.41
1232,22.05,71.98,1010.47,15293.85
1233,22.04,71.96,1010.44,15436.07
1234,22.07,71.95,1010.47,15456.54
1235,22.06,71.98,1010.46,15559.47
1236,22.07,71.98,1010.48,15334.3
1237,22.08,72,1010.5,15334.3
1238,22.07,71.95,1010.47,15334.3
1239,22.09,71.87,1010.51,15334.3
1240,22.08,71.89,1010.53,15213.42
1241,22.07,71.85,1010.5,15173.43
1242,22.07,71.82,1010.49,15253.56
1243,22.07,71.78,1010.49,15193.41
1244,22.06,71.84,1010.45,15334.3
1245,22.07,71.88,1010.49,15334.3
1246,22.08,71.87,1010.5,15253.56
1247,22.07,71.83,1010.53,15621.7
1248,22.05,71.8,1010.47,15395.25
1249,22.07,71.79,1010.53,15477.05
1250,22.04,71.78,1010.47,15213.42
1251,22.04,71.76,1010.48,15253.56
1252,22.05,71.76,1010.48,15395.25
1253,22.05,71.8,1010.5,15621.7
1254,22.05,71.84,1010.52,15374.89
1255,22.05,71.87,1010.49,15334.3
1256,22.04,71.9,1010.48,15293.85
1257,22.04,71.92,1010.49,15173.43
1258,22.04,71.95,1010.46,15173.43
1259,22.04,71.96,1010.5,15293.85
1260,22.04,71.87,1010.47,15456.54
1261,22.03,71.8,1010.49,15334.3
1262,22.03,71.77,1010.47,15293.85
1263,22.03,71.75,1010.49,15395.25
1264,22.04,71.85,1010.47,15334.3
1265,22.03,71.98,1010.51,15497.6
1266,22.03,72,1010.49,15415.64
1267,22.02,72,1010.47,15395.25
1268,22.04,71.98,1010.51,15497.6
1269,22.02,71.94,1010.45,15253.56
1270,22.03,71.9,1010.49,15173.43
1271,22.02,71.94,1010.47,15213.42
1272,22.04,71.94,1010.51,15642.52
1273,22.03,71.95,1010.5,15559.47
1274,22.02,71.99,1010.47,15354.58
1275,22.03,72.02,1010.49,15213.42
1276,22.03,72.01,1010.49,15415.64
1277,22.02,71.99,1010.47,15580.17
1278,22.02,71.98,1010.48,15395.25
1279,22.02,71.98,1010.5,15497.6
1280,22.02,71.99,1010.47,15395.25
1281,22.03,71.99,1010.48,15213.42
1282,22.01,72,1010.48,15293.85
1283,22.02,71.98,1010.49,15253.56
1284,22.03,71.95,1010.48,15233.47
1285,22.01,71.95,1010.5,15538.81
1286,22.01,71.95,1010.47,15497.6
1287,22.02,71.91,1010.51,15395.25
1288,22.01,71.87,1010.48,15477.05
1289,22.01,71.9,1010.51,15354.58
1290,22,71.92,1010.49,15334.3
1291,22,71.96,1010.5,15193.41
1292,22,71.99,1010.51,15395.25
1293,22.01,72.01,1010.47,15395.25
1294,22.01,72.02,1010.48,15133.58
1295,22,72.05,1010.53,15233.47
1296,22.01,72.07,1010.5,15173.43
1297,22.01,72.03,1010.52,15173.43
1298,22.01,72.01,1010.5,15253.56
1299,22,71.94,1010.51,15213.42
1300,22.01,71.93,1010.52,15456.54
1301,21.99,71.97,1010.52,15580.17
1302,22,72.05,1010.49,15395.25
1303,22.01,72.04,1010.53,15497.6
1304,22,72.06,1010.52,15395.25
1305,22,72.1,1010.53,15233.47
1306,22.02,72.1,1010.52,15213.42
1307,22.01,72.1,1010.53,15456.54
1308,21.99,72.08,1010.48,15374.89
1309,21.98,72.03,1010.49,15456.54
1310,22,71.98,1010.53,15173.43
1311,21.99,71.96,1010.51,15253.56
1312,21.99,71.96,1010.49,15233.47
1313,21.99,71.95,1010.5,15415.64
1314,22,71.96,1010.49,15293.85
1315,22,71.97,1010.47,15415.64
1316,22,71.98,1010.51,15314.06
1317,21.99,71.98,1010.49,15253.56
1318,22,71.98,1010.49,15559.47
1319,21.99,71.96,1010.5,15477.05
1320,22,71.93,1010.54,15253.56
1321,21.99,71.93,1010.47,15213.42
1322,21.99,71.92,1010.48,15213.42
1323,21.98,71.92,1010.48,15293.85
1324,21.99,71.91,1010.5,15093.89
1325,21.99,71.89,1010.51,15374.89
1326,21.99,71.87,1010.52,15395.25
1327,22,71.93,1010.52,15153.49
1328,22,72.03,1010.54,15477.05
1329,21.98,72.06,1010.49,15374.89
1330,21.98,72.08,1010.51,15093.89
1331,21.99,72.07,1010.51,15253.56
1332,21.97,72.09,1010.48,15293.85
1333,21.98,72.07,1010.51,15233.47
1334,21.98,72.07,1010.49,15293.85
1335,22,72.08,1010.53,15395.25
1336,22,72.06,1010.53,15477.05
1337,22.01,72.08,1010.51,15334.3
1338,21.99,72.11,1010.5,15253.56
1339,21.98,72.13,1010.47,15213.42
1340,21.99,72.13,1010.53,15314.06
1341,21.99,72.11,1010.54,15173.43
1342,21.98,72.06,1010.49,15173.43
1343,21.97,72.03,1010.48,15213.42
1344,21.98,72.03,1010.49,15173.43
1345,21.97,72.06,1010.51,15456.54
1346,21.98,72.07,1010.53,15173.43
1347,21.96,72.09,1010.49,15253.56
1348,21.96,72.11,1010.47,15436.07
1349,21.95,72.1,1010.49,15395.25
1350,21.96,72.08,1010.52,15497.6
1351,21.97,72.06,1010.53,15213.42
1352,21.95,72.1,1010.49,15415.64
1353,21.96,72.13,1010.5,15395.25
1354,21.96,72.1,1010.53,15093.89
1355,21.97,72.07,1010.52,15173.43
1356,21.96,72.04,1010.51,15374.89
1357,21.97,71.99,1010.51,15133.58
1358,21.95,71.95,1010.52,15233.47
1359,21.97,71.94,1010.53,15133.58
1360,21.97,71.93,1010.52,15334.3
1361,21.96,71.91,1010.52,15314.06
1362,21.95,71.91,1010.48,15213.42
1363,21.95,71.9,1010.47,15334.3
1364,21.96,71.89,1010.53,15253.56
1365,21.96,71.91,1010.54,15133.58
1366,21.96,71.92,1010.51,15173.43
1367,21.95,71.95,1010.54,15395.25
1368,21.94,71.94,1010.51,15253.56
1369,21.95,71.95,1010.53,15213.42
1370,21.93,71.94,1010.46,15173.43
